84  -56  -23  
-10  -74  -43  
24  30  -34  
-40  -74  -25  
20  -5  -45  
69  68  -73  
74  -98  53  
0  0  0  
-87  59  -85  
0  0  0  
80  50  -92  
0  0  0  
-61  -25  -23  
5  -9  -65  
71  18  23  
-26  -74  -87  
92  72  87  
-90  79  29  
0  0  0  
0  0  0  
0  0  0  
68  100  48  
33  87  35  
74  -3  70  
-54  -60  72  
-96  34  35  
30  -28  47  
-37  -31  -44  
-97  13  89  
-76  -22  -92  
46  37  -94  
87  54  -80  
28  -54  64  
90  81  -73  
7  33  -30  
0  0  0  
42  -94  -37  
0  0  0  
0  0  0  
61  6  -6  
70  7  40  
25  28  0  
0  0  0  
0  0  0  
-28  7  59  
0  0  0  
0  0  0  
0  0  0  
0  0  0  
-82  18  1  
47  -79  -85  
0  0  0  
-50  -54  45  
0  0  0  
62  86  88  
63  89  -39  
-16  -99  -23  
-45  3  73  
-14  72  35  
-63  -87  61  
20  -18  86  
-11  -23  19  
16  21  48  
0  0  0  
-34  40  36  
-75  96  -24  
7  71  80  
49  -40  -4  
60  53  2  
73  72  0  
45  62  -96  
3  -8  -68  
11  -96  95  
0  0  0  
0  0  0  
-86  92  -13  
13  82  -13  
-70  26  34  
35  70  57  
48  53  -67  
97  54  -11  
0  0  0  
10  88  -33  
0  0  0  
-56  -95  -85  
-1  -33  69  
-9  41  76  
-25  -35  -1  
0  0  0  
36  21  82  
23  -53  -44  
30  -36  -65  
-82  -10  -75  
35  -71  -67  
-35  95  -52  
-44  -92  29  
-40  64  -65  
58  -94  -22  
0  0  0  
-53  76  -80  
-24  11  84  
0  0  0  
7  40  -93  
65  27  -37  
0  0  0  
0  0  0  
50  -93  -76  
70  -86  -29  
81  -75  57  
31  17  68  
0  0  0  
-15  1  26  
17  -34  -48  
59  74  -34  
81  -10  75  
68  -40  5  
-5  59  -51  
-4  -93  90  
50  14  -44  
-57  11  74  
-65  58  44  
34  -86  30  
28  34  -24  
56  50  62  
-8  -45  -90  
80  95  -68  
34  14  -19  
-63  92  12  
0  0  0  
32  34  -23  
36  -60  -23  
-22  91  36  
35  -19  -49  
-44  76  -97  
98  25  0  
-19  5  61  
-61  88  67  
0  0  0  
11  -79  -5  
-34  -71  87  
-45  -33  -48  
52  94  -10  
-82  -94  37  
0  0  0  
91  97  -36  
16  32  43  
80  76  -53  
0  0  0  
0  0  0  
-47  45  -96  
0  0  0  
87  -94  -11  
-1  -74  -34  
80  3  -40  
0  0  0  
0  0  0  
80  11  66  
0  0  0  
0  0  0  
27  -94  -17  
27  87  43  
0  0  0  
0  0  0  
0  0  0  
-31  81  42  
38  15  74  
-32  -59  -67  
-99  68  26  
60  14  35  
0  0  0  
78  14  -7  
87  59  75  
22  8  7  
-88  55  -23  
-36  -6  39  
44  49  22  
-69  -40  30  
-5  -62  69  
-48  -45  -23  
56  84  -19  
4  -25  -16  
-6  -34  72  
91  56  95  
38  -22  67  
-36  99  70  
13  45  92  
0  0  0  
74  41  -86  
34  -92  -73  
10  79  20  
69  43  2  
3  -70  -99  
61  43  76  
58  67  -17  
-50  -64  -5  
0  0  0  
50  56  -81  
0  0  0  
-31  56  70  
-16  69  95  
34  60  51  
51  16  54  
63  -82  -91  
36  28  71  
26  11  74  
0  0  0  
55  -13  15  
24  -71  64  
18  16  97  
84  -95  -73  
100  -24  70  
9  35  83  
-5  -91  64  
-75  -59  23  
-44  -32  -12  
37  73  13  
-41  96  61  
99  -8  -72  
-38  -74  -78  
0  0  0  
-22  -15  -85  
-61  19  -90  
86  -43  83  
-89  50  -64  
29  -86  -39  
82  -74  -74  
0  0  0  
0  0  0  
-50  20  77  
-46  -55  -36  
-19  -44  79  
-80  85  11  
-21  -65  -81  
-39  73  75  
-37  89  87  
2  -79  58  
0  0  0  
40  -18  -82  
95  87  3  
-10  -11  -82  
-17  -88  -93  
0  0  0  
0  0  0  
-90  46  -31  
0  0  0  
90  -85  81  
84  70  -89  
55  17  -34  
52  -39  43  
-65  66  23  
0  0  0  
0  0  0  
-73  -78  -15  
61  -92  91  
-63  47  8  
0  0  0  
0  0  0  
0  0  0  
-92  79  41  
48  -41  78  
0  0  0  
-71  92  25  
80  91  66  
10  -53  74  
17  85  87  
44  71  94  
25  58  16  
0  0  0  
0  0  0  
16  -29  51  
52  64  -88  
36  -17  38  
-61  74  -75  
62  1  -65  
0  0  0  
-66  72  -44  
-21  25  -59  
-93  -49  -49  
35  -56  84  
93  -66  -83  
14  -2  9  
46  77  -36  
-38  53  100  
-66  -34  -13  
0  0  0  
-25  -90  61  
37  50  -88  
50  83  39  
7  70  51  
-2  -46  2  
0  0  0  
-23  -22  98  
11  -78  -15  
0  0  0  
-18  -94  79  
-22  -12  -20  
-1  -15  19  
-4  -6  -56  
-12  -3  -93  
18  76  -13  
0  0  0  
-92  95  -1  
-10  61  2  
75  72  18  
37  -92  31  
0  0  0  
7  10  -24  
99  -60  -54  
0  0  0  
11  84  -85  
0  0  0  
95  -56  -54  
-8  43  -30  
0  0  0  
-40  -66  -63  
8  90  87  
-97  22  29  
72  -95  21  
53  -34  -2  
61  89  -64  
0  0  0  
24  50  -29  
15  3  7  
40  -97  -3  
0  0  0  
-94  -54  -27  
0  0  0  
-60  -77  -90  
31  45  -68  
-84  -99  99  
-82  98  24  
0  0  0  
57  49  16  
-5  -95  14  
-20  16  -13  
36  97  42  
33  72  85  
78  32  63  
-59  -37  -18  
56  -14  8  
-69  100  -85  
-56  -33  75  
0  0  0  
73  -47  -87  
-50  -75  -1  
-57  31  -62  
-22  14  -77  
0  77  71  
0  0  0  
-2  -79  96  
-27  -25  38  
65  8  -93  
-98  98  38  
-43  -71  -51  
45  -19  -16  
-84  57  19  
0  0  0  
46  -35  57  
1  -52  -49  
-97  -93  -50  
21  -100  15  
-15  -8  62  
-63  -81  -31  
44  15  -50  
12  58  -69  
0  0  0  
-5  -8  -22  
-97  -51  -76  
3  0  51  
-62  -60  -96  
67  -51  -12  
-34  60  -85  
-57  -47  78  
-61  62  -39  
0  0  0  
67  -43  -33  
-6  -42  -17  
-46  26  -69  
0  0  0  
6  76  90  
19  -22  -84  
68  -42  99  
-74  -22  26  
30  17  -43  
0  0  0  
38  -77  62  
0  0  0  
0  0  0  
57  -30  93  
0  0  0  
-63  -2  -4  
-5  -63  57  
-23  -30  -84  
3  -72  -93  
20  67  82  
63  55  -55  
-10  -22  -70  
0  0  0  
0  0  0  
76  82  -42  
0  0  0  
0  0  0  
0  0  0  
0  0  0  
0  0  0  
98  -91  98  
78  -98  86  
82  -18  -54  
7  -56  -8  
0  0  0  
27  -80  66  
0  0  0  
0  0  0  
0  0  0  
-12  -41  7  
-89  0  69  
0  0  0  
75  -37  71  
-60  17  55  
-61  -75  -52  
0  0  0  
0  0  0  
0  0  0  
87  47  86  
46  44  68  
-11  -65  43  
0  0  0  
42  44  21  
0  0  0  
-60  -2  48  
38  -72  61  
59  -6  37  
-9  68  -32  
21  -64  59  
-83  -12  -80  
41  57  97  
-84  61  -49  
-64  24  -59  
-73  77  90  
-15  91  -33  
-8  8  -58  
0  0  0  
-23  -12  75  
-75  8  33  
4  0  -73  
44  -14  -72  
-15  10  61  
-23  -95  -42  
-71  -67  -53  
8  -26  -8  
0  0  0  
4  -11  -85  
-41  94  27  
-99  30  -90  
-5  -19  3  
-87  45  -28  
-83  70  83  
76  56  -54  
0  0  0  
-86  -75  -13  
0  0  0  
-48  32  -64  
0  0  0  
-94  81  20  
-34  -3  3  
49  -7  63  
8  54  74  
0  0  0  
-26  62  -49  
32  -81  -73  
41  -94  40  
-17  -26  14  
-56  24  -75  
-23  47  -15  
-40  40  37  
0  0  0  
-77  18  -42  
97  68  -76  
0  0  0  
-61  26  60  
0  0  0  
61  45  34  
0  0  0  
0  -9  72  
-26  93  19  
34  45  18  
0  0  0  
-27  10  -72  
36  -44  54  
-4  69  -35  
55  36  -99  
99  -48  92  
48  18  72  
-94  72  64  
-85  32  39  
0  0  0  
-83  72  33  
-60  -82  -24  
-40  38  -81  
0  0  0  
-24  -98  -74  
-82  -9  -90  
42  -40  95  
76  86  50  
-1  -5  -85  
-87  17  68  
0  0  0  
-87  -22  -62  
17  79  -47  
-37  -46  -35  
33  -88  87  
99  50  20  
-70  -89  -49  
-86  -35  88  
-72  99  92  
-41  -43  -43  
-12  80  -47  
-76  56  -81  
92  27  -3  
43  67  -43  
-35  -34  -21  
0  0  0  
30  -73  70  
-48  94  94  
-47  -33  95  
87  -12  55  
-61  11  -62  
-12  77  -2  
-79  -87  -42  
-92  10  -50  
-58  -71  -29  
-10  41  92  
43  65  16  
-65  -35  94  
-45  -89  8  
-59  81  -8  
0  0  0  
61  16  12  
-53  -43  -12  
-32  -68  -72  
-98  64  40  
94  -64  99  
11  -31  -82  
22  89  -32  
29  3  -51  
-27  -28  -28  
-80  -69  -43  
-91  -83  -73  
-81  96  49  
18  -87  -41  
0  0  0  
40  -67  -5  
-29  49  -62  
0  0  0  
-63  70  70  
-23  85  -90  
0  0  0  
17  27  -92  
99  95  -32  
-13  51  10  
44  -43  2  
-63  12  -92  
-76  42  -79  
-29  -26  -22  
0  0  0  
41  -85  -35  
81  41  74  
38  -76  53  
5  -92  -90  
-8  99  -62  
-66  47  42  
21  -24  15  
83  16  15  
0  0  0  
0  0  0  
-20  -78  -36  
-2  -64  93  
60  1  34  
45  88  23  
76  14  -74  
0  0  0  
62  -3  99  
51  -89  -37  
37  -4  -16  
74  -44  -85  
-72  82  -46  
0  0  0  
-2  -90  70  
96  96  80  
0  0  0  
36  -36  3  
1  71  -79  
-17  -45  93  
0  0  0  
-6  28  -52  
0  0  0  
0  0  0  
-90  -57  20  
7  -41  -67  
-55  81  -21  
-26  -9  95  
95  -20  -94  
-4  -58  18  
96  -31  47  
3  -10  37  
43  79  -78  
0  0  0  
-50  79  72  
88  -6  -10  
80  -32  11  
-82  -48  98  
-78  -12  91  
52  36  -20  
-71  52  71  
82  -49  -64  
33  57  16  
0  0  0  
100  77  75  
76  84  84  
-39  -49  29  
-45  -67  93  
-52  96  28  
82  21  58  
0  0  0  
75  53  77  
58  80  99  
73  53  68  
-79  90  -48  
0  0  0  
0  0  0  
-52  -48  -30  
-47  81  -87  
0  0  0  
-58  87  55  
-35  23  7  
31  -46  60  
62  83  11  
-11  25  -39  
-94  99  74  
86  31  -94  
-27  64  96  
0  0  0  
0  0  0  
0  0  0  
-84  19  -100  
-79  -90  -50  
0  0  0  
-14  -27  -96  
0  0  0  
2  -77  -58  
16  -98  15  
47  61  -49  
-14  -4  63  
-3  9  23  
74  -65  22  
-47  4  -61  
87  61  41  
-4  -43  -63  
-9  59  -45  
43  5  -56  
0  0  0  
81  99  27  
81  76  -44  
-65  -81  68  
59  -98  -84  
94  -91  -56  
0  0  0  
0  0  0  
19  90  41  
49  25  -4  
46  20  -38  
33  99  34  
-85  -43  -27  
28  -61  50  
-76  91  -98  
-29  -53  -40  
-51  16  -95  
-52  -55  -50  
-44  -27  -8  
83  -36  -24  
-29  -58  -23  
-31  -19  -38  
66  -89  -37  
-42  -65  52  
-45  -21  45  
-71  80  -53  
0  0  0  
0  0  0  
0  0  0  
0  0  0  
-79  -22  46  
73  -99  -27  
-81  6  13  
82  -48  85  
0  0  0  
-16  -83  26  
98  -63  35  
3  -32  -26  
-55  56  -75  
53  45  -10  
75  -69  -56  
0  0  0  
-88  -42  -97  
0  0  0  
10  -52  87  
65  59  -32  
0  0  0  
76  25  77  
43  20  -13  
62  96  -17  
-37  -64  47  
-7  -53  85  
37  -16  -63  
0  0  0  
0  0  0  
-44  5  -95  
26  -63  -24  
0  0  0  
42  50  30  
0  0  0  
0  0  0  
-48  39  24  
-94  94  9  
0  0  0  
25  -20  4  
-69  -35  -29  
-9  -82  60  
0  0  0  
19  -27  9  
33  -51  29  
57  -27  82  
31  -98  -11  
43  74  68  
0  0  0  
0  0  0  
-27  12  -54  
45  4  -64  
3  85  91  
86  -53  72  
71  -34  -67  
-58  88  24  
-64  41  -34  
50  -19  -56  
-9  -45  79  
0  0  0  
-69  20  54  
-91  95  -61  
44  50  80  
-68  31  77  
73  -47  75  
-83  0  -82  
-63  60  -40  
-78  33  9  
79  -43  -64  
-7  90  -4  
16  24  84  
-49  -1  -33  
-66  -97  -72  
0  0  0  
33  -9  -14  
-32  91  0  
39  -51  75  
-98  -74  9  
0  0  0  
-47  50  30  
-32  -75  -70  
0  0  0  
35  -64  31  
0  0  0  
0  0  0  
-75  -35  95  
27  16  -91  
-54  92  -8  
0  0  0  
0  0  0  
4  -13  69  
20  52  -97  
6  -6  -48  
-1  29  -97  
-65  -46  32  
-63  28  33  
75  61  65  
60  -1  -31  
0  0  0  
99  69  78  
44  40  28  
25  -23  5  
99  60  -11  
0  0  0  
-11  -32  79  
-66  -65  50  
-41  -31  -56  
77  -59  -75  
-77  18  -75  
-72  -32  -80  
50  -51  -100  
0  0  0  
0  0  0  
77  68  -39  
68  44  86  
47  45  79  
59  -26  -74  
-68  -76  -40  
61  -15  -42  
-92  66  -95  
-7  -41  -10  
0  0  0  
-82  38  -4  
-6  56  -12  
0  0  0  
-15  9  26  
56  6  57  
0  0  0  
36  56  82  
0  0  0  
0  0  0  
21  24  -59  
31  74  57  
42  1  -72  
0  0  0  
0  0  0  
0  0  0  
84  -49  -76  
3  -82  26  
80  83  53  
-48  49  -27  
0  35  17  
13  -85  -49  
0  0  0  
0  0  0  
25  10  -20  
-84  41  -66  
-34  -49  -20  
0  0  0  
49  98  39  
0  0  0  
0  0  0  
58  -5  -85  
34  -33  39  
70  -59  -87  
0  0  0  
15  -75  18  
-8  13  17  
-32  20  -23  
0  0  0  
-74  23  26  
17  91  25  
-52  90  -96  
65  12  -87  
56  -32  -47  
-70  32  12  
0  0  0  
-60  -57  -58  
38  -9  -88  
-75  -95  27  
67  3  -34  
0  53  -85  
47  -66  -41  
85  -88  -12  
94  64  -66  
61  92  -90  
49  -50  84  
-22  95  -5  
44  29  -18  
92  -81  -13  
18  93  26  
35  -60  72  
0  0  0  
24  -22  -28  
43  -55  72  
63  -75  -17  
27  -45  15  
0  0  0  
-98  60  72  
32  -21  -87  
1  -9  -48  
0  0  0  
37  -60  -30  
0  0  0  
0  0  0  
-45  14  -8  
72  -55  26  
0  0  0  
0  0  0  
97  -26  -57  
81  -64  54  
97  -48  -41  
87  -64  55  
-72  -26  5  
83  85  10  
0  0  0  
0  0  0  
-50  -58  -41  
-57  -54  22  
-26  -80  0  
68  -77  16  
-47  3  -83  
-67  72  1  
0  0  0  
-27  -45  18  
0  0  0  
0  0  0  
19  2  86  
-99  12  -49  
12  63  -82  
63  12  59  
15  -79  -37  
-3  -66  20  
68  -66  9  
72  -78  -10  
50  39  36  
-21  92  -85  
-75  15  40  
59  -98  -61  
-46  -45  -79  
92  94  48  
-97  97  -27  
73  76  42  
-72  46  10  
0  0  0  
-33  31  57  
-80  35  -74  
60  -78  -16  
41  -74  -69  
94  68  -59  
34  -93  19  
26  10  8  
-94  45  -81  
83  58  -23  
54  1  45  
83  -93  66  
0  0  0  
78  54  -15  
85  37  16  
79  59  27  
64  -14  77  
77  83  -90  
0  0  0  
-58  14  -80  
-65  -44  96  
11  92  -92  
0  0  0  
-58  78  -25  
-8  44  77  
6  11  -23  
-6  73  -50  
-51  -43  29  
-73  53  76  
73  -67  -30  
-76  -99  -67  
35  -77  -44  
36  -35  31  
-7  97  31  
-36  -52  -32  
42  -69  12  
4  -49  1  
-46  -94  82  
-6  16  92  
-46  40  -13  
-25  0  9  
76  -15  7  
0  0  0  
0  0  0  
25  72  -58  
52  85  36  
34  -24  -98  
-36  -80  69  
0  0  0  
-31  -94  39  
-6  -79  -14  
0  0  0  
0  0  0  
0  0  0  
81  -43  -43  
0  0  0  
-28  91  4  
95  82  75  
90  -35  -100  
0  0  0  
67  -95  29  
59  87  91  
24  61  -77  
-96  -22  -90  
0  0  0  
-81  13  39  
-12  15  34  
19  57  -96  
80  -92  25  
98  -62  -98  
50  -1  -57  
0  0  0  
53  -38  72  
94  -51  -99  
-87  -22  10  
-24  7  -82  
-23  79  0  
-59  35  67  
79  56  72  
25  30  24  
-49  -42  94  
0  0  0  
0  0  0  
-95  57  5  
-80  -48  91  
70  72  -39  
0  0  0  
71  94  44  
0  0  0  
17  -17  -39  
-50  -32  10  
-59  9  -78  
72  72  70  
-53  3  -75  
-9  -13  71  
0  0  0  
13  -26  -65  
73  6  32  
-43  57  -45  
37  -90  -28  
-65  78  -90  
-72  70  -32  
5  65  -92  
21  45  88  
90  -24  77  
0  0  0  
-82  76  18  
-69  76  56  
-41  89  90  
-70  -5  79  
-71  52  -96  
-27  -97  -75  
-96  2  0  
89  -87  -80  
-85  82  84  
21  71  64  
-67  -25  -29  
24  59  3  
0  0  0  
0  0  0  
-49  77  0  
-26  -19  -1  
-48  -4  -25  
-8  -11  -74  
-86  46  -11  
-46  -67  -47  
-68  -62  36  
67  -94  21  
74  29  -70  
13  -41  19  
-15  -18  19  
-2  -90  -31  
55  57  -12  
41  -96  43  
0  0  0  
0  0  0  
0  0  0  
-12  -65  -50  
30  25  -91  
100  -77  -68  
-56  91  -86  
0  0  0  
20  78  79  
-53  -34  86  
-12  53  -34  
-20  30  -60  
0  0  0  
9  -97  78  
-2  -73  46  
-15  -56  -82  
-71  64  4  
44  -37  -86  
42  95  41  
-95  0  -25  
-52  -42  44  
-88  94  18  
47  0  -16  
47  10  -38  
62  16  -12  
-77  -89  -90  
17  -30  98  
66  -7  80  
-15  -52  -80  
-48  39  38  
0  0  0  
10  -61  -89  
58  42  -26  
-33  -83  -50  
-96  -63  51  
31  -25  -87  
-89  6  52  
-89  -43  18  
-85  -92  -31  
36  -9  -3  
-2  77  -97  
0  0  0  
-47  50  -31  
77  71  -61  
-12  17  -43  
30  -2  -16  
0  0  0  
0  0  0  
26  -100  2  
-58  54  46  
49  79  44  
53  61  55  
55  38  78  
5  36  -92  
-11  29  17  
-65  42  21  
-50  82  -96  
0  0  0  
98  0  -50  
-55  34  1  
32  61  -25  
0  0  0  
69  -48  -48  
54  -99  -92  
-8  20  -6  
6  -25  32  
